sequenceID	lineage	clade
OR728658	1	A
OU953895	1	A
OU953896	1	A
OU953897	1	A
OU953898	1	A
PP104378	1	A
PP104379	1	A
PP104380	1	A
PP104381	1	A
PP104382	1	A
DQ176636	2	-
EU068667	2	-
FJ425721	2	-
JN858070	2	-
JX041631	2	-
KF179639	2	-
KF179640	2	-
KF588365	2	-
KF647249	2	-
KF647251	2	-
KF647252	2	-
KF823806	2	-
KJ577738	2	-
KJ883346	2	-
KJ883349	2	-
KP109691	2	-
KP109692	2	-
KP780837	2	-
KP780838	2	-
KP780839	2	-
KP780840	2	-
KP789953	2	-
KP789954	2	-
KP789955	2	-
KP789956	2	-
KP789957	2	-
KP789958	2	-
KP789959	2	-
KP789960	2	-
KT207791	2	-
KT207792	2	-
KT359349	2	-
KT757318	2	-
KT757319	2	-
KT757320	2	-
KT757321	2	-
KT757322	2	-
KT757323	2	-
KU206781	2	-
KU573080	2	-
KU573081	2	-
KU573082	2	-
KU573083	2	-
KX375812	2	-
LR743429	2	-
LR743447	2	-
LR743455	2	-
M12294	2	-
MF462262	2	-
MF984337	2	-
MF984338	2	-
MF984339	2	-
MF984340	2	-
MF984341	2	-
MF984342	2	-
MF984346	2	-
MF984347	2	-
MF984348	2	-
MF984349	2	-
MF984350	2	-
MF984351	2	-
MF984352	2	-
MH549209	2	-
MH910045	2	-
MH939153	2	-
MH939154	2	-
MK473443	2	-
MK947396	2	-
MN480792	2	-
MN480793	2	-
MN480794	2	-
MN480795	2	-
MN481589	2	-
MN481590	2	-
MN481591	2	-
MN481592	2	-
MN481593	2	-
MN481594	2	-
MN481595	2	-
MN481596	2	-
MN481597	2	-
MN619800	2	-
MN652878	2	-
MN652879	2	-
MN652880	2	-
MN794936	2	-
MN812757	2	-
MN812758	2	-
MN812760	2	-
MN812761	2	-
MN812762	2	-
MN939557	2	-
MN939558	2	-
MN939559	2	-
MN939562	2	-
MT341470	2	-
MT341471	2	-
MT341472	2	-
MT863560	2	-
MT863561	2	-
MW036633	2	-
MW036634	2	-
MW383507	2	-
MW383508	2	-
MW561633	2	-
MW751834	2	-
MW751835	2	-
MW751836	2	-
MW751837	2	-
MW751838	2	-
MW751839	2	-
MW751840	2	-
MW751841	2	-
MW751842	2	-
MW751843	2	-
MW751844	2	-
MW751845	2	-
MW751846	2	-
MW862073	2	-
MW862074	2	-
MW862075	2	-
MW862076	2	-
MW862077	2	-
MW862078	2	-
MW862079	2	-
MW862080	2	-
MW862081	2	-
MW862082	2	-
MW862083	2	-
MW862084	2	-
MW862085	2	-
MW862086	2	-
MW862087	2	-
MW862088	2	-
MW862089	2	-
MW862090	2	-
MW862091	2	-
MW862092	2	-
MW862093	2	-
MW862094	2	-
MW862095	2	-
MW862096	2	-
MW862097	2	-
MW862098	2	-
MW862099	2	-
MW862100	2	-
MW862101	2	-
MW862102	2	-
MW862103	2	-
MW862104	2	-
MW862105	2	-
MW862106	2	-
MW862107	2	-
MW862108	2	-
MZ190464	2	-
MZ190465	2	-
MZ190466	2	-
MZ190467	2	-
MZ268007	2	-
MZ964751	2	-
MZ964752	2	-
MZ964753	2	-
NC_001563	2	-
OK129329	2	-
OK129330	2	-
OK129331	2	-
OK129332	2	-
OK129333	2	-
OK129334	2	-
OK129335	2	-
OK129336	2	-
OK239658	2	-
OK239659	2	-
OK239660	2	-
OK239661	2	-
OK239662	2	-
OK239663	2	-
OK239664	2	-
OK239665	2	-
OK239666	2	-
OK239667	2	-
OK239668	2	-
OK239669	2	-
OK239670	2	-
OK239671	2	-
OK239672	2	-
OL840871	2	-
OL840872	2	-
OL840873	2	-
OL840874	2	-
OL840875	2	-
OL840876	2	-
OL840877	2	-
OL840878	2	-
OL840879	2	-
OL840880	2	-
OL840881	2	-
OL840882	2	-
OL840883	2	-
OL840884	2	-
OL840885	2	-
OL840886	2	-
OL840887	2	-
OL840888	2	-
OL840889	2	-
OL840890	2	-
OL840891	2	-
OL840892	2	-
OL840893	2	-
OL840894	2	-
OL840895	2	-
OL840896	2	-
OL840897	2	-
OL840898	2	-
OL840899	2	-
OM037670	2	-
OM037671	2	-
OM037672	2	-
OM037673	2	-
ON032488	2	-
ON032489	2	-
ON032490	2	-
ON032491	2	-
ON032492	2	-
ON032493	2	-
ON032494	2	-
ON032495	2	-
ON032497	2	-
ON032498	2	-
ON755223	2	-
ON813217	2	-
ON813218	2	-
ON813219	2	-
ON813230	2	-
ON813231	2	-
ON813232	2	-
OP009516	2	-
OP009517	2	-
OP345107	2	-
OP345108	2	-
OP345226	2	-
OP561452	2	-
OP561453	2	-
OP561454	2	-
OP561455	2	-
OP561456	2	-
OP561457	2	-
OP561458	2	-
OP561459	2	-
OP734238	2	-
OP734239	2	-
OP734240	2	-
OP734241	2	-
OP734242	2	-
OP734243	2	-
OP734244	2	-
OP762592	2	-
OP762593	2	-
OP762594	2	-
OP762595	2	-
OP762596	2	-
OP762597	2	-
OP810565	2	-
OP810566	2	-
OP810567	2	-
OP846976	2	-
OP850024	2	-
OP850025	2	-
OP850026	2	-
OP850027	2	-
OP850028	2	-
OP850029	2	-
OP870453	2	-
OP870454	2	-
OP870455	2	-
OP870456	2	-
OP870457	2	-
OP870458	2	-
OP870459	2	-
OP870460	2	-
OP870461	2	-
OQ053515	2	-
OQ053516	2	-
OQ053517	2	-
OQ053518	2	-
OQ053519	2	-
OQ053520	2	-
OQ053521	2	-
OQ053522	2	-
OQ053523	2	-
OQ053524	2	-
OQ053525	2	-
OQ053526	2	-
OQ053527	2	-
OQ053528	2	-
OQ053529	2	-
OQ053530	2	-
OQ053531	2	-
OQ053532	2	-
OQ053533	2	-
OQ053534	2	-
OQ053535	2	-
OQ053536	2	-
OQ053537	2	-
OQ053538	2	-
OQ053539	2	-
OQ204314	2	-
OQ204315	2	-
OQ214888	2	-
OQ214889	2	-
OQ214890	2	-
OQ214891	2	-
OQ326499	2	-
OQ725907	2	-
OQ725909	2	-
OR091151	2	-
OR091152	2	-
OR091153	2	-
OR091154	2	-
OR091155	2	-
OR091156	2	-
OR091157	2	-
OR091158	2	-
OR159869	2	-
OR159870	2	-
OR159871	2	-
OR159872	2	-
OR159873	2	-
OR757504	2	-
OX442271	2	-
OX442272	2	-
OX442273	2	-
OX442274	2	-
OX442275	2	-
OX442276	2	-
OX442277	2	-
OX442278	2	-
OX442279	2	-
OX442280	2	-
OX442281	2	-
OX442282	2	-
OX442283	2	-
OX442284	2	-
OX442285	2	-
OX442286	2	-
OX442287	2	-
OX442288	2	-
OX442289	2	-
OX442290	2	-
OX442291	2	-
OX442292	2	-
OX442293	2	-
OX442294	2	-
OX442295	2	-
OX442296	2	-
OX442297	2	-
OX442298	2	-
OX442299	2	-
OX442300	2	-
OX442301	2	-
OX442302	2	-
OX442303	2	-
OX442304	2	-
OX442305	2	-
OX442306	2	-
OX442307	2	-
OX442308	2	-
OX442309	2	-
OX442310	2	-
OX442311	2	-
OX442312	2	-
OX442313	2	-
OX442347	2	-
OX442348	2	-
OX451204	2	-
PP104328	2	-
PP104329	2	-
PP104330	2	-
PP104331	2	-
PP104332	2	-
PP104334	2	-
PP104335	2	-
PP104336	2	-
PP104337	2	-
PP104338	2	-
PP104339	2	-
PP104340	2	-
PP104341	2	-
PP104342	2	-
PP104343	2	-
PP104344	2	-
PP104345	2	-
PP104346	2	-
PP104347	2	-
PP104348	2	-
PP104349	2	-
PP104350	2	-
PP104351	2	-
PP104352	2	-
PP104353	2	-
PP104354	2	-
PP104355	2	-
PP104356	2	-
PP104357	2	-
PP104358	2	-
PP104359	2	-
PP104360	2	-
PP104361	2	-
PP104362	2	-
PP104363	2	-
PP104365	2	-
PP104366	2	-
PP104367	2	-
PP104368	2	-
PP104369	2	-
PP104370	2	-
PP104371	2	-
PP104372	2	-
PP104373	2	-
PP104374	2	-
PP104375	2	-
PP104376	2	-
PP104377	2	-
PP212879	2	-
PP212881	2	-
PP212882	2	-
PP212883	2	-
PP388974	2	-
PP625328	2	-
AY277251	4	-
FJ159130	4	-
FJ159131	4	-
GQ851604	5	-
GQ851605	5	-
OP846972	7	-
