sequenceID	lineage	clade	length	pubmed_id	isolate_data.country	isolate_data.place_sampled	isolate_data.sampled_host_sci_name	isolate_data.collection_year	isolate_data.collection_month	isolate_data.collection_month_day
MH507778	1	A	10302	-	USA	"Sanger,California"	Culex stigmatosoma	2012	-	-
MH507779	1	A	10302	-	USA	"Dos_Palos,California"	Culex tarsalis	2012	-	-
MH507780	1	A	10302	-	USA	"Dos_Palos,California"	Culex tarsalis	2012	-	-
MH507781	1	A	10302	-	USA	"Finley,California"	Culex stigmatosoma	2013	-	-
MH507782	1	A	10302	-	USA	"Butte_Valley,California"	Culex erythrothorax	2013	-	-
MH507783	1	A	10302	-	USA	"San_Fernando,California"	Culex quinquefasciatus	2013	-	-
MH507784	1	A	10302	-	USA	"North_Lakeport,California"	Culex erythrothorax	2013	-	-
MH507785	1	A	10302	-	USA	"Lakeview,California"	Culex tarsalis	2013	-	-
MH507786	1	A	10302	-	USA	"Lakeview,California"	Culex tarsalis	2013	-	-
MH507787	1	A	10302	-	USA	"Yuba_City,California"	Culex tarsalis	2013	-	-
MH507788	1	A	10302	-	USA	"Northridge,California"	Culex quinquefasciatus	2013	-	-
MH507789	1	A	10302	-	USA	"Lake_Balboa,California"	Culex quinquefasciatus	2013	-	-
MH507790	1	A	10302	-	USA	"Ontario,California"	Culex quinquefasciatus	2013	-	-
MH507791	1	A	10302	-	USA	"Turlock,California"	Culex pipiens	2014	-	-
MH507792	1	A	10302	-	USA	"Fresno,California"	Culex quinquefasciatus	2014	-	-
MH507793	1	A	10302	-	USA	"Marysville,California"	Culex tarsalis	2014	-	-
MH507794	1	A	10302	-	USA	"Notarb,California"	Culex tarsalis	2014	-	-
MH507795	1	A	10302	-	USA	"Turlock,California"	Culex pipiens	2014	-	-
MH507796	1	A	10302	-	USA	"Ontario,California"	Culex quinquefasciatus	2014	-	-
MH507797	1	A	10302	-	USA	"Martinez,California"	Culex tarsalis	2014	-	-
MH507798	1	A	10302	-	USA	"Livermore,California"	Culex tarsalis	2014	-	-
MH507799	1	A	10302	-	USA	"Lancaster,California"	Culex tarsalis	2014	-	-
MH507800	1	A	10302	-	USA	"Kingsburg,California"	Culex quinquefasciatus	2014	-	-
MH507801	1	A	10302	-	USA	"South_Gate,California"	Culex quinquefasciatus	2015	-	-
MH507802	1	A	10302	-	USA	"Riverdale,California"	Culex quinquefasciatus	2015	-	-
MH507803	1	A	10302	-	USA	"Mello,California"	Culex tarsalis	2015	-	-
MH507804	1	A	10302	-	USA	"Oakley,California"	Culex tarsalis	2015	-	-
MH507805	1	A	10302	-	USA	"Earlimart,California"	Culex quinquefasciatus	2015	-	-
MH507806	1	A	10302	-	USA	"Firebaugh,California"	Culex quinquefasciatus	2015	-	-
MH507807	1	A	10302	-	USA	"Glenn,California"	Culex tarsalis	2015	-	-
MH507808	1	A	10302	-	USA	"Fremont,California"	Culex tarsalis	2015	-	-
MH507809	1	A	10302	-	USA	"Chico,California"	Culex tarsalis	2015	-	-
MH507810	1	A	10302	-	USA	"Clearlake,California"	Culex tarsalis	2015	-	-
MH507811	1	A	10302	-	USA	"Yuba_City,California"	Culex tarsalis	2016	-	-
MH507812	1	A	10302	-	USA	"Pleasant_Grove,California"	Culex tarsalis	2016	-	-
MH507813	1	A	10302	-	USA	"Fresno,California"	Culex quinquefasciatus	2016	-	-
MH507814	1	A	10302	-	USA	"Marysville,California"	Culex tarsalis	2016	-	-
MH507815	1	A	10302	-	USA	"Fresno,California"	Culex quinquefasciatus	2016	-	-
MH507816	1	A	10302	-	USA	"Fresno,California"	Culex quinquefasciatus	2016	-	-
MH507817	1	A	10302	-	USA	"Armona,California"	Culex tarsalis	2016	-	-
MH507818	1	A	10302	-	USA	"Kerman,California"	Culex tarsalis	2017	-	-
MH507819	1	A	10302	-	USA	"Dos_Palos,California"	Culex tarsalis	2017	-	-
MH507820	1	A	10302	-	USA	"Pixley,California"	Culex quinquefasciatus	2017	-	-
MH507821	1	A	10302	-	USA	"Lemoore,California"	Culex tarsalis	2017	-	-
MH507822	1	A	10302	-	USA	"Lemoore,California"	Culex tarsalis	2017	-	-
MH507823	1	A	10302	-	USA	"Rowland,California"	Culex quinquefasciatus	2017	-	-
MH507824	1	A	10302	-	USA	"Bellflower,California"	Culex quinquefasciatus	2017	-	-
MH507825	1	A	10302	-	USA	"Atwater,California"	Culex pipiens	2017	-	-
MH507826	1	A	10302	-	USA	"Turlock,California"	Culex pipiens	2017	-	-
MH507827	1	A	10302	-	USA	"Bakersfield,California"	American Robin	2006	-	-
MH507828	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2006	-	-
MH507829	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2006	-	-
MH507830	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2006	-	-
MH507831	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2006	-	-
MH507832	1	A	10302	-	USA	"Bakersfield,California"	Raven	2006	-	-
MH507833	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2006	-	-
MH507834	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2006	-	-
MH507835	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2006	-	-
MH507836	1	A	10302	-	USA	"Bakersfield,California"	House Finch	2006	-	-
MH507837	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2006	-	-
MH507838	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507839	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507840	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507841	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507842	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507843	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507844	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507845	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507846	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507847	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507848	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507849	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507850	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507851	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507852	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2007	-	-
MH507853	1	A	10302	-	USA	"Bakersfield,California"	Costas Hummingbird	2008	-	-
MH507854	1	A	10302	-	USA	"Bakersfield,California"	Mourning Dove	2008	-	-
MH507855	1	A	10302	-	USA	"Bakersfield,California"	American Robin	2008	-	-
MH507856	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2008	-	-
MH507857	1	A	10302	-	USA	"Bakersfield,California"	House Finch	2009	-	-
MH507858	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2009	-	-
MH507859	1	A	10302	-	USA	"Bakersfield,California"	Sparrow	2009	-	-
MH507860	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2009	-	-
MH507861	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2009	-	-
MH507862	1	A	10302	-	USA	"Shafter,California"	Warbler	2009	-	-
MH507863	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2009	-	-
MH507864	1	A	10302	-	USA	"Bakersfield,California"	American Robin	2009	-	-
MH507865	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2010	-	-
MH507866	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2010	-	-
MH507867	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2010	-	-
MH507868	1	A	10302	-	USA	"Bakersfield,California"	unknown bird	2010	-	-
MH507869	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2010	-	-
MH507870	1	A	10302	-	USA	"Bakersfield,California"	House Finch	2010	-	-
MH507871	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2010	-	-
MH507872	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2010	-	-
MH507873	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2010	-	-
MH507874	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2011	-	-
MH507875	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2011	-	-
MH507876	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2011	-	-
MH507877	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2011	-	-
MH507878	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2011	-	-
MH507879	1	A	10302	-	USA	"Bakersfield,California"	House Sparrow	2011	-	-
MH507880	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2012	-	-
MH507881	1	A	10302	-	USA	"Bakersfield,California"	Brewers Blackbird	2012	-	-
MH507882	1	A	10302	-	USA	"Bakersfield,California"	American Kestrel	2012	-	-
MH507883	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2012	-	-
MH507884	1	A	10302	-	USA	"Bakersfield,California"	American Crow	2012	-	-
MH507885	1	A	10302	-	USA	"Bakersfield,California"	House Finch	2012	-	-
MH507886	1	A	10302	-	USA	"Bakersfield,California"	American Crow	2012	-	-
MH507887	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2013	-	-
MH507888	1	A	10302	-	USA	"Bakersfield,California"	California Scrub-Jay	2013	-	-
MH507889	1	A	10302	-	USA	"Bakersfield,California"	American Crow	2017	-	-
MH507890	1	A	10302	-	USA	"Bakersfield,California"	American Crow	2017	-	-
MH507891	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2004	-	-
MH507892	1	A	10302	-	USA	"Arvin,California"	Culex quinquefasciatus	2004	-	-
MH507893	1	A	10302	-	USA	"Arvin,California"	Culex quinquefasciatus	2004	-	-
MH507894	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2004	-	-
MH507895	1	A	10302	-	USA	"Arvin,California"	Culex quinquefasciatus	2004	-	-
MH507896	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2004	-	-
MH507897	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2004	-	-
MH507898	1	A	10302	-	USA	"Shafter,California"	Culex quinquefasciatus	2004	-	-
MH507899	1	A	10302	-	USA	"Bowerbank,California"	Culex quinquefasciatus	2004	-	-
MH507900	1	A	10302	-	USA	"Greenacres,California"	Culex quinquefasciatus	2004	-	-
MH507901	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2004	-	-
MH507902	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2004	-	-
MH507903	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2004	-	-
MH507904	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2004	-	-
MH507905	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2005	-	-
MH507906	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2005	-	-
MH507907	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2005	-	-
MH507908	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2005	-	-
MH507909	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2005	-	-
MH507910	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2005	-	-
MH507911	1	A	10302	-	USA	"Shafter,California"	Culex quinquefasciatus	2005	-	-
MH507912	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2005	-	-
MH507913	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2005	-	-
MH507914	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2005	-	-
MH507915	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2005	-	-
MH507916	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2006	-	-
MH507917	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2006	-	-
MH507918	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2006	-	-
MH507919	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2006	-	-
MH507920	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507921	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507922	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507923	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507924	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507925	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507926	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507927	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507928	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507929	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507930	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2006	-	-
MH507931	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2007	-	-
MH507932	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2007	-	-
MH507933	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507934	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507935	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507936	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507937	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507938	1	A	10302	-	USA	"Arvin,California"	Culex quinquefasciatus	2007	-	-
MH507939	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507940	1	A	10302	-	USA	"Greenacres,California"	Culex quinquefasciatus	2007	-	-
MH507941	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507942	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507943	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507944	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2007	-	-
MH507945	1	A	10302	-	USA	"Greenacres,California"	Culex quinquefasciatus	2009	-	-
MH507946	1	A	10302	-	USA	"Greenacres,California"	Culex quinquefasciatus	2009	-	-
MH507947	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2009	-	-
MH507948	1	A	10302	-	USA	"Santee,California"	American Crow	2008	-	-
MH507949	1	A	10302	-	USA	"San_Diego,California"	American Crow	2008	-	-
MH507950	1	A	10302	-	USA	"San_Diego,California"	American Crow	2008	-	-
MH507951	1	A	10302	-	USA	"San_Diego,California"	American Crow	2008	-	-
MH507952	1	A	10302	-	USA	"San_Diego,California"	American Crow	2009	-	-
MH507953	1	A	10302	-	USA	"San_Diego,California"	American Crow	2008	-	-
MH507954	1	A	10302	-	USA	"Ramona,California"	Sharp-shinned hawk	2008	-	-
MH507955	1	A	10302	-	USA	"Poway,California"	American Crow	2008	-	-
MH507956	1	A	10302	-	USA	"El_Cajon,California"	Sharp-shinned hawk	2008	-	-
MH507957	1	A	10302	-	USA	"San_Diego,California"	American Crow	2009	-	-
MH507958	1	A	10302	-	USA	"San_Diego,California"	American Crow	2009	-	-
MH507959	1	A	10302	-	USA	"San_Diego,California"	American Crow	2009	-	-
MH507960	1	A	10302	-	USA	"San_Diego,California"	American Crow	2014	-	-
MH507961	1	A	10302	-	USA	"San_Diego,California"	American Crow	2014	-	-
MH507962	1	A	10302	-	USA	"San_Diego,California"	American Crow	2014	-	-
MH507963	1	A	10302	-	USA	"Ramona,California"	American Crow	2014	-	-
MH507964	1	A	10302	-	USA	"San_Diego,California"	American Crow	2014	-	-
MH507965	1	A	10302	-	USA	"San_Diego,California"	Hawk	2014	-	-
MH507966	1	A	10302	-	USA	"San_Diego,California"	Raven	2014	-	-
MH507967	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507968	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507969	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507970	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507971	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507972	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507973	1	A	10302	-	USA	"San_Diego,California"	Western Scrub Jay	2015	-	-
MH507974	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507975	1	A	10302	-	USA	"Mira_Mesa,California"	American Crow	2015	-	-
MH507976	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507977	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507978	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507979	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507980	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507981	1	A	10302	-	USA	"San_Diego,California"	American Crow	2015	-	-
MH507982	1	A	10302	-	USA	"San_Diego,California"	Sharp-shinned Hawk	2015	-	-
MH507983	1	A	10302	-	USA	"San_Diego,California"	Red-shouldered Hawk	2015	-	-
MH507984	1	A	10302	-	USA	"Del_Mar,California"	American Crow	2016	-	-
MH507985	1	A	10302	-	USA	"Escondido,California"	American Crow	2016	-	-
MH507986	1	A	10302	-	USA	"San_Diego,California"	American Crow	2016	-	-
MH507987	1	A	10302	-	USA	"San_Diego,California"	American Crow	2016	-	-
MH507988	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2009	-	-
MH507989	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2009	-	-
MH507990	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2009	-	-
MH507991	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2009	-	-
MH507992	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2009	-	-
MH507993	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2009	-	-
MH507994	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2009	-	-
MH507995	1	A	10302	-	USA	"Greenacres,California"	Culex quinquefasciatus	2009	-	-
MH507996	1	A	10302	-	USA	"Arvin,California"	Culex quinquefasciatus	2009	-	-
MH507997	1	A	10302	-	USA	"Shafter,California"	Culex quinquefasciatus	2009	-	-
MH507998	1	A	10302	-	USA	"Wasco,California"	Culex tarsalis	2009	-	-
MH507999	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508000	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508001	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508002	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2010	-	-
MH508003	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2010	-	-
MH508004	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508005	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508006	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508007	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508008	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2010	-	-
MH508009	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2010	-	-
MH508010	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2010	-	-
MH508011	1	A	10302	-	USA	"Shafter,California"	Culex quinquefasciatus	2010	-	-
MH508012	1	A	10302	-	USA	"Shafter,California"	Culex quinquefasciatus	2010	-	-
MH508013	1	A	10302	-	USA	"Buttonwillow,California"	Culex quinquefasciatus	2010	-	-
MH508014	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2011	-	-
MH508015	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2011	-	-
MH508016	1	A	10302	-	USA	"Shafter,California"	Culex tarsalis	2011	-	-
MH508017	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2011	-	-
MH508018	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2011	-	-
MH508019	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2011	-	-
MH508020	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2011	-	-
MH508021	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2011	-	-
MH508022	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2011	-	-
MH508023	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2011	-	-
MH508024	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2011	-	-
MH508025	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2011	-	-
MH508026	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2011	-	-
MH508027	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2012	-	-
MH508028	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2012	-	-
MH508029	1	A	10302	-	USA	"Bakersfield,California"	Culex tarsalis	2012	-	-
MH508030	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2012	-	-
MH508031	1	A	10302	-	USA	"Greenacres,California"	Culex quinquefasciatus	2012	-	-
MH508032	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2014	-	-
MH508033	1	A	10302	-	USA	"Arvin,California"	Culex tarsalis	2015	-	-
MH508034	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2015	-	-
MH508035	1	A	10302	-	USA	"Buttonwillow,California"	Culex tarsalis	2016	-	-
MH508036	1	A	10302	-	USA	"Delano,California"	Culex quinquefasciatus	2016	-	-
MH508037	1	A	10302	-	USA	"Bakersfield,California"	Culex quinquefasciatus	2017	-	-
MH508038	1	A	10302	-	USA	"Buttonwillow,California"	Culex tarsalis	2017	-	-
MH549209	2	-	10946	31742538	Greece	"Argolida, Peloponnesus"	Pica pica (Eurasian magpie)	2017	-	-
MH819446	1	A	10374	-	Canada	-	Culex sp.	2015	OCT	6
MH819447	1	A	10374	-	Canada	-	Culex sp.	2013	AUG	26
MH819448	1	A	10374	-	Canada	-	Culex sp.	2005	AUG	31
MH819449	1	A	10374	-	Canada	-	Culex sp.	2014	SEP	22
MH819450	1	A	10374	-	Canada	-	Culex sp.	2016	AUG	16
MH819451	1	A	10374	-	Canada	-	Culex sp.	2005	AUG	12
MH819452	1	A	10374	-	Canada	-	Culex sp.	2015	SEP	15
MH819453	1	A	10374	-	Canada	-	Culex sp.	2016	AUG	9
MH819454	1	A	10374	-	Canada	-	Culex sp.	2006	AUG	29
MH819455	1	A	10374	-	Canada	-	Culex sp.	2006	AUG	30
MH819456	1	A	10374	-	Canada	-	Culex sp.	2013	SEP	9
MH819457	1	A	10374	-	Canada	-	Culex sp.	2005	AUG	19
MH819458	1	A	10374	-	Canada	-	Culex sp.	2005	AUG	25
MH819459	1	A	10374	-	Canada	-	Culex sp.	2014	SEP	4
MH819460	1	A	10374	-	Canada	-	Culex sp.	2013	AUG	19
MH819461	1	A	10374	-	Canada	-	Culex sp.	2004	SEP	7
MH819462	1	A	10374	-	Canada	-	Culex sp.	2015	SEP	9
MH819463	1	A	10374	-	Canada	-	Culex sp.	2014	AUG	21
MH819464	1	A	10374	-	Canada	-	Culex sp.	2004	SEP	15
MH819465	1	A	10374	-	Canada	-	Culex sp.	2015	SEP	9
MH819466	1	A	10374	-	Canada	-	Culex sp.	2016	AUG	16
MH819467	1	A	10374	-	Canada	-	Culex sp.	2013	AUG	19
MH819468	1	A	10374	-	Canada	-	Culex sp.	2004	AUG	8
MH819469	1	A	10374	-	Canada	-	Aedes vexans	2006	AUG	29
MH819470	1	A	10374	-	Canada	-	Culex sp.	2014	SEP	15
MH819471	1	A	10374	-	Canada	-	Culex sp.	2004	SEP	7
MH910045	2	-	10328	-	Germany	-	Homo sapiens	2018	-	-
MH939153	2	-	10948	-	Romania	-	Anopheles hyrcanus	2014	-	-
MH939154	2	-	10976	-	Romania	-	Culex pipiens s.l.	2014	-	-
MK352483	1	A	10785	-	USA	District of Columbia	Psorophora sp.	2018	-	-
MK473443	2	-	10946	-	Greece	"Argolida, Peloponnesus"	Eurasian magpie (Pica pica)	2017	-	-
MK947396	2	-	10317	-	Slovenia	-	mosquito	2018	-	-
MN149538	1	A	10991	-	Russia	-	Acrocephalus dumetorum	2006	-	-
MN480792	2	-	10926	31521822	Greece	-	Homo sapiens	2018	-	-
MN480793	2	-	10926	31521822	Greece	-	Homo sapiens	2018	-	-
MN480794	2	-	10926	31521822	Greece	-	Culex sp.	2018	-	-
MN480795	2	-	10926	31521822	Greece	-	Homo sapiens	2018	-	-
MN481589	2	-	10926	31521822	Greece	-	chicken	2018	JUL	17
MN481590	2	-	10926	31521822	Greece	-	Equus caballus	2018	JUL	17
MN481591	2	-	10926	31521822	Greece	-	dog	2018	AUG	23
MN481592	2	-	10926	31521822	Greece	-	mosquito	2012	AUG	2
MN481593	2	-	10926	31521822	Greece	-	mosquito	2012	AUG	22
MN481594	2	-	10926	31521822	Greece	-	mosquito	2012	SEP	5
MN481595	2	-	10926	31521822	Greece	-	pigeon	2010	SEP	30
MN481596	2	-	10926	31521822	Greece	-	chicken	2011	JUL	6
MN481597	2	-	10926	31521822	Greece	-	chicken	2012	AUG	27
MN619800	2	-	10836	-	Russia	Volgograd region	Culex modestus	2018	-	-
MN652878	2	-	10926	31756306	Greece	-	Culex sp.	2018	-	-
MN652879	2	-	10926	31756306	Greece	-	Culex sp.	2018	-	-
MN652880	2	-	10926	31756306	Greece	-	Culex sp.	2018	-	-
MN794936	2	-	10400	32326472	Germany	-	Homo sapiens	2019	-	-
MN812757	2	-	10921	-	Russia	Volgograd region	Culex modestus	2018	-	-
MN812758	2	-	10961	-	Russia	Volgograd region	Culex modestus	2018	-	-
MN812760	2	-	10942	-	Russia	Volgograd region	Homo sapiens	2018	-	-
MN812761	2	-	10948	-	Russia	Volgograd region	Homo sapiens	2018	-	-
MN812762	2	-	10662	-	Russia	Volgograd region	Homo sapiens	2018	-	-
MN849176	1	A	10785	-	USA	Washington DC	Aedes albopictus	2019	-	-
MN939557	2	-	10996	-	Italy	-	Homo sapiens	2018	-	-
MN939558	2	-	10984	-	Italy	-	Homo sapiens	2016	-	-
MN939559	2	-	10984	-	Italy	-	Homo sapiens	2016	-	-
MN939562	2	-	10984	-	Italy	-	Homo sapiens	2018	-	-
MN954648	1	B	10941	32054016	Australia	-	Crocodylus porosus	2016	-	-
MT341470	2	-	10787	-	Greece	-	Culex sp.	2019	-	-
MT341471	2	-	10787	-	Greece	-	Culex sp.	2019	-	-
MT341472	2	-	10787	32305885	Bulgaria	-	Culex sp.	2018	-	-
