taxon	sequenceID	isolate	country	collection_year	sampled_host_sci_name	combined-iso-details	lineage	clade	combined
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721757	OQ721757	WNV/mosquito/Polk-IA-USA/2020-09-03/W1883	USA	2020	Culex pipiens	USA/2020/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721810	OQ721810	WNV/mosquito/Larimer-CO-USA/2018-08-06/W1841	USA	2018	Culex pipiens	USA/2018/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721812	OQ721812	WNV/bird/Stearns-MN-USA/2005-07-27/W1478	USA	2005	nan	USA/2005/nan	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721817	OQ721817	WNV/mosquito/Story-IA-USA/2016-08-25/W1924	USA	2016	Culex pipiens	USA/2016/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721820	OQ721820	WNV/bird/Kern-CA-USA/2005-09-01/W0271	USA	2005	Western Scrub/Jay	USA/2005/Western Scrub/Jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721841	OQ721841	WNV/bird/San_Diego-CA-USA/2007-10-25/W0021	USA	2007	Accipitriformes sp	USA/2007/Accipitriformes sp	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OR472391	OR472391	8/1	Spain	2021	Anopheles atroparvus	Spain/2021/Anopheles atroparvus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OR728658	OR728658	WNV/PAK-01/2023	Pakistan	2023	Homo sapiens	Pakistan/2023/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/PP104378	PP104378	TE.19712.2.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/PP104379	PP104379	TE.19712.2.3	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/PP104380	PP104380	TE.19712.2.5	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/PP104381	PP104381	TE.25156.1.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/PP104382	PP104382	TE.25159.1.2	Italy	2023	Jay	Italy/2023/Jay	1	A	1/A
