taxon	sequenceID	isolate	country	collection_year	sampled_host_sci_name	combined-iso-details	lineage	clade	combined
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ214891	OQ214891	Volgograd 912/22	Russia	2022	Culex pipiens	Russia/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ326499	OQ326499	M4888	Germany	2021	rainbow lorikeet	Germany/2021/rainbow lorikeet	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ725907	OQ725907	M644/2022	Germany	2022	Culex pipiens	Germany/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ725909	OQ725909	M2652/2022	Germany	2022	Culex pipiens	Germany/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091151	OR091151	TI-SUPSI-C28	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091152	OR091152	WNV/CHE/TI_SUPSI_C37/2022	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091153	OR091153	WNV/CHE/TI_SUPSI_C65/2022	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091154	OR091154	WNV/CHE/TI_SUPSI_C70/2022	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091155	OR091155	WNV/CHE/TI_SUPSI_M63/2022	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091156	OR091156	WNV/CHE/TI_SUPSI_M158/2022	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091157	OR091157	WNV/CHE/TI_SUPSI_M202/2022	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR091158	OR091158	WNV/CHE/TI_SUPSI_M224/2022	Switzerland	2022	Culex pipiens	Switzerland/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR159869	OR159869	Kalmikia 498/22	Russia	2022	Culex pipiens	Russia/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR159870	OR159870	Kalmikia 502/22	Russia	2022	Culex pipiens	Russia/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR159871	OR159871	Karachay-Cherkessia 755/22	Russia	2022	Culex modestus	Russia/2022/Culex modestus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR159872	OR159872	Volgograd 911/22	Russia	2022	Culex modestus	Russia/2022/Culex modestus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR159873	OR159873	Stavropol 1516/22	Russia	2022	Culex pipiens	Russia/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OR757504	OR757504	Volgograd 72/23	Russia	2023	Hyalomma scupense	Russia/2023/Hyalomma scupense	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442271	OX442271	ED-I-261-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442272	OX442272	ED-I-228-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442273	OX442273	ED-I-258-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442274	OX442274	ED-I-281-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442275	OX442275	ED-I-173-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442276	OX442276	ED-I-196-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442277	OX442277	ED-I-282-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442278	OX442278	ED-I-260-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442279	OX442279	ED-I-193-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442280	OX442280	ED-I-245-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442281	OX442281	ED-I-264-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442282	OX442282	ED-I-340-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442283	OX442283	ED-I-224-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442284	OX442284	ED-I-174-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442285	OX442285	ED-I-238-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442286	OX442286	ED-I-216-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442287	OX442287	ED-I-218-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442288	OX442288	ED-I-60-21	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442289	OX442289	ED-I-241-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442290	OX442290	ED-I-284-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442291	OX442291	ED-I-283-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442292	OX442292	ED-I-242-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442293	OX442293	ED-I-339-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442294	OX442294	ED-I-208-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442295	OX442295	ED-I-268-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442296	OX442296	ED-I-211-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442297	OX442297	ED-I-115-19	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442298	OX442298	ED-I-311-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442299	OX442299	ED-I-200-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442300	OX442300	ED-I-207-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442301	OX442301	ED-I-252-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442302	OX442302	ED-I-315-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442303	OX442303	ED-I-194-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442304	OX442304	ED-I-192-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442305	OX442305	ED-I-210-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442306	OX442306	ED-I-206-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442307	OX442307	ED-I-205-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442308	OX442308	ED-I-214-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442309	OX442309	ED-I-203-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442310	OX442310	ED-I-127-18	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442311	OX442311	ED-I-244-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442312	OX442312	ED-I-199-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442313	OX442313	ED-I-286-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442347	OX442347	ED-I-167-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX442348	OX442348	ED-I-314-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OX451204	OX451204	ED-I-219-20	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104328	PP104328	TE.13830.2.6	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104329	PP104329	TE.13830.2.8	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104330	PP104330	TE.15714.2.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104331	PP104331	TE.15714.2.3	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104332	PP104332	TE.19667.2.2	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104334	PP104334	TE.19667.2.4	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104335	PP104335	TE.19667.2.5	Italy	2023	Jay	Italy/2023/Jay	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104336	PP104336	TE.19667.2.6	Italy	2023	Strigiformes sp.	Italy/2023/Strigiformes sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104337	PP104337	TE.19667.2.8	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104338	PP104338	TE.20709.2.10	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104339	PP104339	TE.20709.2.12	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104340	PP104340	TE.20709.2.13	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104341	PP104341	TE.20709.2.15	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104342	PP104342	TE.20709.2.16	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104343	PP104343	TE.20709.2.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104344	PP104344	TE.20709.2.5	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104345	PP104345	TE.20709.2.6	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104346	PP104346	TE.20709.2.7	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104347	PP104347	TE.20709.2.8	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104348	PP104348	TE.20709.2.9	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104349	PP104349	TE.21942.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104350	PP104350	TE.21946.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104351	PP104351	TE.21952.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104352	PP104352	TE.21954.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104353	PP104353	TE.21959.1.1	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104354	PP104354	TE.21960.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104355	PP104355	TE.21969.1.1	Italy	2023	Columba livia	Italy/2023/Columba livia	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104356	PP104356	TE.21980.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104357	PP104357	TE.21981.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104358	PP104358	TE.21982.1.1	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104359	PP104359	TE.21986.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104360	PP104360	TE.21987.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104361	PP104361	TE.23004.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104362	PP104362	TE.23005.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104363	PP104363	TE.23006.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104365	PP104365	TE.23008.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104366	PP104366	TE.23009.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104367	PP104367	TE.23010.1.1	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104368	PP104368	TE.23012.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104369	PP104369	TE.23014.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104370	PP104370	TE.23015.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104371	PP104371	TE.23016.1.1	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104372	PP104372	TE.23018.1.1	Italy	2023	Corvidae sp.	Italy/2023/Corvidae sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104373	PP104373	TE.25164.1.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104374	PP104374	TE.25165.1.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104375	PP104375	TE.25166.1.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104376	PP104376	TE.25167.1.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP104377	PP104377	TE.25168.1.2	Italy	2023	Culex pipiens	Italy/2023/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP212879	PP212879	3919_2023_WNV_HU	Hungary	2023	Homo sapiens	Hungary/2023/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP212881	PP212881	4106_2023_WNV_HU	Hungary	2023	Homo sapiens	Hungary/2023/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP212882	PP212882	5226_2023_WNV_HU	Hungary	2023	Homo sapiens	Hungary/2023/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP212883	PP212883	5903_2023_WNV_HU	Hungary	2023	Homo sapiens	Hungary/2023/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP388974	PP388974	94313	Italy	2023	Falco peregrinus	Italy/2023/Falco peregrinus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/PP625328	PP625328	NRG6464	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	2	-	2/-
